9,19,12,20,27,3,25,5,0,1,0
7,22,10,20,16,14,21,10,0,1,0
25,6,16,13,28,2,9,22,1,0,1
24,7,17,12,23,9,19,9,1,0,1
13,15,13,19,11,20,9,22,1,0,1
12,18,14,16,21,7,25,6,0,1,0
7,24,6,24,14,15,8,22,0,1,0
9,20,9,22,12,19,8,21,1,0,1
13,18,6,25,16,13,10,22,1,0,1
25,4,13,18,16,13,10,20,1,0,1
9,23,8,20,21,10,15,14,0,1,0
17,14,12,17,21,7,24,6,1,1,1
23,6,18,12,21,8,18,12,0,1,0
15,13,10,20,16,14,11,19,1,0,1
11,21,13,16,7,23,6,24,0,1,0
16,14,11,18,7,21,10,20,1,0,1
12,18,6,25,16,13,10,19,2,0,1
23,9,19,8,9,18,12,20,0,1,0
24,4,13,18,16,14,20,10,2,1,1
16,14,12,17,12,15,13,19,1,2,0
27,3,24,5,20,12,17,11,2,0,1
12,17,14,16,9,22,8,20,1,0,1
11,20,13,16,11,20,9,21,0,1,0
21,9,16,13,14,15,7,22,1,1,1
24,6,16,13,23,7,17,12,2,1,1
28,2,9,21,8,20,9,22,1,1,1
21,10,14,14,16,13,10,21,2,0,1
20,12,17,10,12,15,12,19,1,2,1
7,23,5,24,21,7,24,5,1,2,0
9,18,11,20,8,20,9,21,2,1,1
9,22,8,19,27,2,9,21,1,1,1
14,15,7,21,16,13,10,18,2,0,1
11,18,6,25,15,14,11,18,2,2,0
23,4,13,18,7,21,10,19,2,1,0
21,8,17,12,16,13,12,17,2,1,1
14,13,10,20,16,14,20,9,1,2,0
11,19,13,16,23,6,16,13,0,3,0
20,9,16,13,23,5,18,12,1,1,0
20,10,14,14,8,18,11,20,3,2,1
23,8,19,8,26,3,24,5,0,3,0
12,19,8,20,19,12,17,10,0,2,0
23,7,17,11,11,20,8,21,2,1,1
21,7,23,5,11,17,14,16,2,1,1
16,13,10,20,23,5,17,12,0,2,0
7,22,5,24,12,15,12,18,1,2,0
8,22,8,19,23,3,13,18,2,1,1
27,2,9,20,11,17,6,25,2,1,1
13,15,7,21,26,3,23,5,1,3,0
16,13,10,17,15,14,10,18,0,3,0
20,8,17,12,8,20,9,20,3,0,1
16,14,19,9,7,21,9,19,2,1,1
20,8,16,13,11,18,13,16,1,1,0
23,6,15,13,16,13,12,16,3,0,1
20,7,23,5,23,5,16,12,3,2,1
23,7,19,8,19,10,14,14,1,2,1
22,7,17,11,7,21,9,18,2,1,1
12,18,8,20,13,14,7,21,1,1,1
19,12,16,10,14,12,10,20,3,1,1
7,21,5,24,11,17,14,15,0,2,0
16,12,10,20,11,20,8,20,1,1,1
22,6,15,13,12,15,11,18,2,2,0
8,18,11,19,16,12,10,17,1,1,0
11,17,6,24,15,14,19,9,1,2,1
23,3,13,17,7,22,8,19,1,2,1
11,18,8,20,11,18,12,16,1,2,0
26,3,22,5,26,2,9,20,3,1,1
20,7,16,13,19,8,17,12,0,3,0
15,14,9,18,15,14,19,8,2,2,0
13,14,7,20,7,22,8,18,0,2,0
8,20,9,19,19,10,14,13,0,2,0
22,7,19,8,11,18,11,16,2,2,1
7,21,9,17,23,5,16,11,0,2,0
18,12,16,10,21,7,17,11,3,2,1
20,6,16,13,14,12,10,19,0,1,0
19,7,23,5,16,13,12,15,3,0,1
15,12,10,20,11,17,13,15,1,2,0
11,20,8,19,25,3,22,5,0,3,0
10,17,6,24,22,3,13,17,2,1,1
26,2,9,19,16,12,9,17,2,1,1
11,17,8,20,8,17,11,19,1,1,0
12,15,10,18,16,13,12,14,3,0,1
7,20,5,24,19,8,16,12,0,3,0
23,5,15,11,22,5,15,13,2,1,1
11,17,12,15,17,12,16,10,2,3,0
7,22,7,18,9,17,6,24,2,2,1
15,13,9,18,11,19,8,19,2,0,1
16,12,9,16,21,7,19,8,2,2,1
19,10,13,13,25,3,21,5,2,2,1
8,19,9,19,13,13,7,20,0,1,0
16,13,12,13,15,11,10,20,1,1,1
7,20,9,17,8,17,10,19,0,2,0
15,14,18,8,11,15,10,18,2,2,1
11,18,11,15,7,19,5,24,2,0,1
20,5,16,13,22,3,13,16,1,1,1
21,7,17,10,18,7,23,5,1,3,0
25,2,9,19,22,5,15,12,2,0,1
13,13,6,20,11,16,8,20,2,0,1
11,16,12,15,15,11,10,19,2,0,1
17,12,15,10,14,12,9,19,2,2,0
19,8,15,12,22,5,15,11,3,2,1
11,19,8,18,8,17,9,19,0,3,0
18,10,13,13,15,12,9,16,2,2,0
14,13,9,18,9,17,6,23,2,1,1
21,7,19,7,7,19,9,17,2,0,1
25,3,21,4,11,15,10,17,2,1,1
14,14,18,8,19,5,16,13,2,2,0
21,6,17,10,14,12,8,19,1,2,1
7,19,5,23,22,3,13,15,0,1,0
18,7,22,5,10,18,11,15,3,1,1
17,11,15,10,22,5,15,10,1,2,0
9,17,6,22,8,18,9,19,1,0,1
24,2,9,19,11,16,8,19,3,0,1
12,13,6,20,15,13,12,13,2,2,0
18,8,15,12,19,5,15,13,2,3,0
6,22,7,18,22,5,15,11,2,1,0
15,11,10,18,22,3,12,15,1,1,1
13,13,9,18,24,3,21,4,2,2,0
8,17,8,19,14,13,18,8,2,2,0
11,18,8,18,8,18,9,18,0,1,0
18,9,13,13,10,16,12,15,1,2,0
20,7,19,7,15,12,8,16,2,2,1
7,19,9,16,22,5,14,11,1,1,1
7,18,5,23,17,7,22,5,0,3,0
10,18,11,14,20,6,17,10,1,2,0
11,15,10,16,14,12,8,18,1,1,1
23,2,9,19,15,13,11,13,3,2,1
12,12,6,20,14,13,17,8,2,1,1
22,5,14,10,8,17,6,22,2,1,1
18,8,13,13,19,7,19,7,0,3,0
17,10,15,10,11,17,8,18,1,0,1
10,17,11,14,18,7,15,12,1,1,1
10,15,10,16,22,3,12,14,2,1,1
19,5,14,13,14,11,10,18,3,1,1
8,18,8,18,13,12,9,18,2,1,1
11,16,8,18,10,16,11,15,0,3,0
24,3,20,4,22,2,9,19,3,2,1
14,11,10,17,14,12,8,17,2,0,1
17,7,21,5,18,7,15,11,2,1,0
11,17,8,17,9,17,11,14,1,1,1
21,5,14,10,13,12,9,17,3,0,1
15,12,8,15,7,17,5,23,2,0,1
19,7,18,7,18,7,13,13,3,0,1
6,19,9,16,8,17,6,21,1,2,0
16,10,15,10,6,21,7,18,2,1,1
14,13,17,7,15,13,11,12,1,2,0
18,5,14,13,20,6,16,10,2,3,0
22,5,14,10,22,3,12,13,2,0,1
10,16,10,15,23,3,20,4,2,3,0
18,7,14,11,8,16,8,19,2,1,1
20,6,15,10,13,11,10,17,3,1,1
17,6,21,5,14,12,8,16,2,0,1
8,16,8,18,13,12,9,16,0,1,0
6,21,7,17,7,18,8,18,0,3,0
18,7,13,12,14,12,17,7,0,1,0
11,12,6,20,7,17,5,22,1,1,0
8,17,5,21,20,5,14,10,1,3,0
14,12,8,15,9,17,11,13,2,1,1
22,3,12,12,22,2,9,18,1,1,1
15,13,10,12,10,17,8,17,2,1,1
9,15,10,16,6,18,9,16,3,1,1
21,5,14,10,14,12,8,15,2,0,1
10,17,8,16,19,6,15,10,2,2,1
17,7,14,11,10,15,10,15,3,1,1
23,3,19,4,9,17,11,12,3,0,1
18,7,18,7,11,15,8,18,3,0,1
20,5,14,10,6,18,9,15,3,0,1
18,6,13,12,7,18,7,18,0,3,0
13,12,8,16,21,3,12,12,1,2,0
6,20,7,17,7,17,4,22,0,2,0
11,11,6,20,13,12,8,15,2,2,1
20,5,13,10,22,2,9,17,3,0,1
14,12,16,7,8,16,5,21,2,1,1
14,12,8,14,8,15,8,18,1,0,1
8,15,10,16,16,6,21,5,2,2,0
13,11,10,16,18,4,14,13,2,1,1
9,17,8,16,17,7,18,7,1,3,0
13,12,8,14,11,15,8,17,2,0,1
16,7,14,11,13,12,16,7,3,2,1
10,15,10,14,14,13,10,12,1,2,1
22,3,19,4,19,6,15,9,2,2,0
9,17,11,11,15,10,15,10,0,3,0
16,6,20,5,12,11,10,16,2,2,0
6,19,7,17,17,7,17,7,0,3,0
10,11,6,20,8,15,8,17,2,0,1
8,16,5,20,22,2,9,16,1,0,1
19,5,13,10,7,17,3,22,3,2,1
19,6,14,9,18,4,14,12,2,0,1
19,5,14,10,8,14,10,16,2,2,0
18,5,13,12,11,15,8,16,1,0,1
12,12,8,14,9,16,8,16,2,1,1
7,18,6,18,14,13,10,11,2,2,0
13,12,8,14,18,4,14,11,2,0,1
12,11,9,16,15,7,14,11,3,2,1
8,14,9,16,15,10,14,10,1,3,0
8,15,8,16,7,17,6,18,1,1,1
22,2,9,15,7,17,3,21,1,1,1
6,18,7,17,9,15,10,14,0,2,0
17,7,16,7,7,16,5,20,3,1,1
21,3,11,12,18,5,13,10,2,3,0
14,13,9,11,18,6,14,9,2,2,1
22,2,19,4,9,11,6,20,2,2,1
13,12,16,6,9,16,11,11,1,1,0
9,16,8,15,6,17,7,17,0,1,0
21,2,11,12,13,11,8,16,2,1,1
11,15,8,15,12,12,8,14,1,2,1
6,18,9,14,8,13,9,16,0,2,0
15,10,13,10,13,11,16,6,2,1,0
18,4,14,10,15,7,14,10,0,2,0
18,6,14,8,15,7,13,10,2,1,1
12,12,8,13,16,7,16,7,1,3,0
7,16,5,19,9,11,6,19,2,1,1
7,17,6,17,11,12,8,14,1,2,1
13,11,8,15,19,4,14,10,0,2,0
13,13,9,11,9,16,10,11,3,1,1
9,15,9,14,18,5,12,10,3,2,1
11,11,9,16,17,5,13,12,3,1,1
18,3,14,10,13,11,15,6,1,1,1
9,15,8,15,11,12,8,13,0,2,0
6,17,6,17,10,15,8,15,1,2,0
6,17,9,14,15,9,13,10,0,2,0
21,2,9,15,16,5,20,5,2,1,1
7,15,8,16,21,2,19,4,1,2,0
9,14,8,15,12,13,9,11,0,3,0
13,10,8,15,18,5,12,9,0,2,0
6,17,6,17,16,7,15,7,1,3,0
20,2,11,12,19,4,13,10,1,2,0
10,15,7,15,8,13,8,16,2,2,0
6,16,9,14,15,7,13,9,0,2,0
8,15,9,14,17,6,14,8,2,2,0
15,9,12,10,6,16,5,19,2,1,1
12,11,8,13,9,16,10,10,0,2,0
7,17,3,20,17,5,13,11,0,2,0
6,16,6,17,9,11,6,18,1,1,0
11,12,7,13,16,5,20,4,1,1,0
10,11,9,16,13,11,15,5,2,2,0
9,13,8,15,8,13,7,16,1,2,1
13,9,8,15,14,9,12,10,0,3,0
16,7,14,7,20,2,9,15,3,2,1
6,16,5,18,19,4,12,10,2,2,1
18,5,11,9,12,13,8,11,2,2,1
20,1,11,12,9,11,5,18,2,1,1
6,16,6,17,16,5,19,4,1,2,0
10,14,7,15,6,15,9,14,2,0,1
15,7,12,9,17,6,13,8,2,2,1
9,16,9,10,17,5,12,11,1,2,0
8,14,9,14,12,10,8,13,1,1,0
7,16,3,20,17,3,14,10,0,2,0
13,11,14,5,19,4,12,9,1,2,0
9,11,5,17,8,13,8,15,2,1,1
5,16,5,18,15,7,14,7,1,3,0
11,11,7,13,20,2,9,14,1,2,0
7,14,8,16,13,8,8,15,1,1,0
6,15,6,17,6,15,6,17,0,1,0
19,1,11,12,8,13,7,15,2,1,1
14,7,12,9,14,9,11,10,2,3,0
12,13,8,10,8,13,9,14,1,1,0
21,2,18,4,9,14,7,15,3,1,1
17,5,11,9,16,5,18,4,3,2,1
6,15,9,13,17,6,13,7,0,2,0
9,15,9,10,12,10,7,13,1,2,0
17,3,13,10,17,5,11,11,3,2,1
10,10,9,16,7,15,3,20,2,0,1
12,10,6,13,18,1,11,12,3,2,1
17,6,12,7,17,5,11,10,1,2,0
8,13,8,14,19,4,11,9,1,2,0
11,10,7,13,20,2,18,4,0,3,0
16,5,11,9,9,14,9,10,2,1,0
5,15,5,18,8,13,8,14,1,2,0
6,15,5,17,20,2,8,14,1,2,0
9,14,7,14,6,14,6,17,2,0,1
6,14,9,13,15,7,13,7,0,3,0
14,6,12,9,16,5,18,3,1,2,0
7,15,3,19,13,8,7,15,1,1,1
14,9,10,10,9,10,9,16,3,1,1
16,3,13,10,8,13,7,14,3,0,1
17,5,10,10,6,13,9,13,2,0,1
20,2,7,14,8,14,7,14,3,1,1
15,7,12,7,8,11,5,17,3,1,1
12,12,8,10,6,14,6,16,1,0,1
13,9,10,10,18,1,11,11,2,2,0
11,10,6,13,5,14,5,18,2,1,0
13,10,14,5,9,10,9,15,2,1,1
6,14,5,17,9,14,8,10,1,2,0
20,2,17,4,16,4,11,9,3,1,1
8,12,8,14,15,3,13,10,2,2,1
6,15,3,19,17,5,12,7,1,2,0
19,4,10,9,13,8,7,14,3,1,1
16,4,11,8,8,13,7,14,0,2,0
19,2,7,14,11,9,7,13,3,0,1
18,1,10,11,11,9,6,13,2,1,1
8,14,7,13,8,11,5,16,2,1,1
6,13,9,12,16,5,10,10,0,3,0
13,8,10,10,14,7,12,7,1,3,0
17,5,11,7,7,13,8,16,2,0,1
14,5,12,9,9,10,9,14,0,1,0
8,13,7,13,12,10,14,5,0,2,0
16,5,17,3,13,8,7,13,1,1,0
5,14,4,18,9,14,7,10,2,2,1
11,9,7,12,15,3,13,9,0,2,0
11,12,8,10,14,4,12,9,2,0,1
19,2,17,4,6,13,5,17,3,0,1
6,14,3,19,12,10,13,5,1,3,0
18,4,10,9,6,14,6,15,3,0,1
8,13,6,14,7,12,8,14,2,2,0
16,5,9,10,18,2,7,14,3,2,1
16,3,11,8,7,14,7,13,1,1,1
6,12,9,12,13,7,10,10,0,1,0
9,10,8,14,7,13,8,15,2,0,1
8,12,7,13,13,8,6,13,0,2,0
16,4,17,3,6,14,6,14,2,0,1
6,13,5,16,17,1,10,11,1,2,1
8,11,5,15,15,3,12,9,0,2,0
11,8,7,12,4,14,4,18,1,2,1
14,7,11,7,11,9,6,12,2,1,0
10,12,8,10,6,13,3,19,3,0,1
16,5,11,7,17,4,10,9,3,2,1
9,14,7,9,7,13,8,14,2,0,1
14,4,12,8,6,11,9,12,1,0,1
15,3,11,8,7,12,7,14,2,2,1
8,12,6,14,7,14,7,12,1,2,0
13,7,9,10,15,4,17,3,1,2,0
12,10,12,5,18,2,7,13,3,1,1
15,5,11,7,6,14,6,13,2,1,0
8,10,8,14,18,2,17,4,2,3,0
8,10,5,15,4,14,4,17,1,1,1
5,13,5,16,7,12,7,13,1,2,0
10,8,7,12,17,1,10,10,2,1,1
7,14,6,12,15,5,9,10,1,3,0
9,12,8,10,11,9,5,12,3,1,1
8,14,7,9,13,8,5,13,2,2,1
15,3,11,9,7,13,8,13,3,0,1
11,10,12,5,15,4,16,3,2,3,0
8,11,7,13,18,2,16,4,0,3,0
17,4,10,8,6,13,3,18,2,0,1
8,11,6,14,6,14,5,13,0,2,0
18,2,7,12,14,3,11,8,1,2,1
6,11,9,11,8,9,8,14,1,1,1
13,6,9,10,13,4,12,8,2,1,1
14,3,11,7,11,9,5,11,1,2,0
7,13,8,12,14,6,11,7,0,2,0
15,5,8,10,17,1,10,9,2,1,0
13,8,5,12,7,10,5,15,2,1,1
4,14,4,16,13,4,12,7,0,2,0
11,9,12,5,15,4,11,7,1,2,0
7,12,6,13,7,13,6,12,2,1,1
14,3,11,9,5,12,5,16,3,1,1
6,13,3,17,18,2,15,4,0,3,0
6,14,4,13,8,10,6,14,2,1,0
14,6,10,7,8,9,8,13,1,1,0
9,8,7,12,12,6,9,10,2,2,0
8,12,8,10,5,11,9,11,3,1,1
7,14,7,9,8,10,7,13,2,1,0
15,4,15,3,5,12,5,15,3,0,1
7,12,8,12,15,4,8,10,0,2,0
12,8,5,12,9,7,7,12,2,1,1
17,2,7,12,12,6,8,10,2,2,1
7,10,5,14,14,2,11,7,2,0,1
4,13,4,16,15,4,10,7,0,2,0
6,12,6,13,13,3,11,9,2,3,0
11,8,12,5,7,13,6,11,1,0,1
11,9,4,11,18,2,14,4,2,2,1
8,10,6,13,6,12,3,17,2,0,1
16,4,10,8,5,12,5,14,2,0,1
17,1,9,9,8,9,7,13,2,1,1
6,13,4,13,5,11,9,10,1,2,0
7,13,7,9,7,12,8,10,1,3,0
14,4,15,3,8,10,5,14,3,1,1
15,4,10,8,7,12,7,10,2,3,0
9,7,7,11,14,5,10,7,0,2,0
11,8,5,12,13,3,10,9,2,3,0
4,12,4,16,15,4,7,10,1,1,1
6,12,4,13,12,6,8,9,0,2,0
6,10,5,14,15,4,9,7,2,2,1
7,13,6,10,14,2,11,6,0,1,0
10,8,12,5,7,11,8,12,1,1,0
18,2,14,3,10,9,4,11,2,2,1
6,12,3,16,8,10,5,13,0,2,0
7,10,6,13,6,11,6,13,2,2,0
14,2,10,6,3,12,4,16,2,1,1
11,7,5,12,16,1,9,9,2,2,1
5,10,5,14,8,9,7,12,2,2,0
13,4,11,7,16,2,7,12,2,2,1
7,12,7,9,5,12,5,13,1,0,1
13,4,15,3,6,11,5,13,3,1,1
6,11,4,13,7,11,7,12,0,2,0
15,4,7,9,15,4,9,6,1,2,0
16,1,9,8,14,5,9,7,2,1,1
7,12,6,10,13,3,9,9,0,3,0
5,11,8,10,6,11,3,16,2,0,1
10,7,12,5,9,6,7,11,2,0,1
10,9,4,10,12,6,7,9,1,2,0
7,9,6,13,7,12,6,10,2,2,1
15,3,10,8,8,10,4,13,2,1,1
5,9,5,14,10,7,5,12,1,2,0
5,12,5,12,8,9,6,12,1,1,1
17,2,14,3,4,11,8,10,2,2,1
12,4,15,3,6,12,7,9,3,1,1
